05/18 02:20:06 AM <utils.Bunch object at 0x7fa2e488a1d0>
05/18 02:20:23 AM Genotype(normal=[('skip_connect', 1), ('dil_conv_3x3', 0), ('max_pool_3x3', 2), ('max_pool_3x3', 1), ('sep_conv_5x5', 3), ('sep_conv_3x3', 2), ('sep_conv_5x5', 3), ('sep_conv_5x5', 1)], normal_concat=range(2, 6), reduce=[('dil_conv_3x3', 1), ('max_pool_3x3', 0), ('sep_conv_5x5', 0), ('sep_conv_3x3', 2), ('sep_conv_5x5', 1), ('dil_conv_5x5', 3), ('skip_connect', 2), ('dil_conv_3x3', 3)], reduce_concat=range(2, 6))
05/18 02:20:23 AM --------- Epoch: 0 ----------
05/18 02:21:34 AM Epoch: [0][85/3750]	Time 0.822 (0.833)	Data 0.005 (0.013)	W 0.606 (0.608)	support acc: [0.24 0.6  0.67 0.81 0.85]	 query acc: [0.35       0.37666667 0.39666667 0.38666667 0.40333333]
05/18 02:21:35 AM Epoch: [0][86/3750]	Time 0.814 (0.832)	Data 0.005 (0.013)	W 0.598 (0.608)	support acc: [0.19 0.71 0.78 0.84 0.87]	 query acc: [0.38666667 0.43333333 0.43666667 0.45666667 0.45      ]
05/18 02:21:36 AM Epoch: [0][87/3750]	Time 0.821 (0.832)	Data 0.005 (0.013)	W 0.605 (0.608)	support acc: [0.27 0.68 0.8  0.87 0.87]	 query acc: [0.47       0.51333333 0.54       0.54333333 0.54333333]
05/18 02:21:37 AM Epoch: [0][88/3750]	Time 0.822 (0.832)	Data 0.004 (0.013)	W 0.608 (0.608)	support acc: [0.23 0.63 0.76 0.78 0.85]	 query acc: [0.36666667 0.39333333 0.41666667 0.41       0.41      ]
05/18 02:21:38 AM Epoch: [0][89/3750]	Time 0.823 (0.832)	Data 0.005 (0.013)	W 0.607 (0.608)	support acc: [0.21 0.65 0.78 0.83 0.89]	 query acc: [0.35666667 0.42       0.42333333 0.43       0.44333333]
05/18 02:21:39 AM Epoch: [0][90/3750]	Time 0.824 (0.832)	Data 0.004 (0.013)	W 0.608 (0.608)	support acc: [0.19 0.72 0.83 0.84 0.88]	 query acc: [0.46666667 0.50333333 0.51666667 0.48666667 0.51666667]
05/18 02:21:39 AM Epoch: [0][91/3750]	Time 0.823 (0.832)	Data 0.005 (0.013)	W 0.606 (0.608)	support acc: [0.23 0.67 0.81 0.88 0.81]	 query acc: [0.37666667 0.43666667 0.41333333 0.43       0.43666667]
05/18 02:21:40 AM Epoch: [0][92/3750]	Time 0.822 (0.832)	Data 0.004 (0.012)	W 0.607 (0.608)	support acc: [0.25 0.58 0.74 0.78 0.84]	 query acc: [0.36       0.39       0.39       0.41666667 0.42666667]
05/18 02:21:41 AM Epoch: [0][93/3750]	Time 0.823 (0.832)	Data 0.005 (0.012)	W 0.607 (0.608)	support acc: [0.13 0.73 0.86 0.87 0.88]	 query acc: [0.44       0.45       0.48333333 0.45333333 0.47      ]
05/18 02:21:42 AM Epoch: [0][94/3750]	Time 0.823 (0.832)	Data 0.004 (0.012)	W 0.607 (0.608)	support acc: [0.15 0.66 0.78 0.85 0.9 ]	 query acc: [0.42333333 0.40666667 0.45333333 0.42333333 0.43666667]
05/18 02:21:43 AM Epoch: [0][95/3750]	Time 0.825 (0.831)	Data 0.005 (0.012)	W 0.607 (0.608)	support acc: [0.2  0.66 0.72 0.79 0.88]	 query acc: [0.42       0.41       0.44       0.44333333 0.45      ]
05/18 02:21:43 AM Epoch: [0][96/3750]	Time 0.825 (0.831)	Data 0.004 (0.012)	W 0.607 (0.608)	support acc: [0.16 0.57 0.63 0.75 0.78]	 query acc: [0.42333333 0.47       0.46666667 0.47333333 0.47666667]
05/18 02:21:44 AM Epoch: [0][97/3750]	Time 0.826 (0.831)	Data 0.005 (0.012)	W 0.607 (0.608)	support acc: [0.2  0.64 0.75 0.84 0.83]	 query acc: [0.45333333 0.48       0.5        0.49666667 0.48666667]
05/18 02:21:45 AM Epoch: [0][98/3750]	Time 0.825 (0.831)	Data 0.005 (0.012)	W 0.607 (0.608)	support acc: [0.22 0.57 0.69 0.74 0.82]	 query acc: [0.32333333 0.34666667 0.35666667 0.33333333 0.34333333]
05/18 02:21:46 AM Epoch: [0][99/3750]	Time 0.825 (0.831)	Data 0.005 (0.012)	W 0.607 (0.608)	support acc: [0.17 0.63 0.8  0.84 0.88]	 query acc: [0.41333333 0.44333333 0.44333333 0.43333333 0.42666667]
